review,sentiment
"""An absolute disgrace""",Negative
"""Hassle free experience""",Positive
"""Below standard professionalism""",Negative
"""I will look for other airline carriers""",Negative
"""The worst flight experience""",Negative
"""canceled my flight at the last minute""",Negative
"""not consistent with any policy""",Negative
"""puts profits before customer service""",Negative
"""They forced all people to stand in a small area""",Positive
"""premium economy was quite comfy""",Positive
"""bounced back and forth to different support""",Negative
"""Totally unreliable airline""",Negative
"""For the price it was ok""",Positive
"""Eurowings didn't offer any alternative flights""",Negative
"""It is just frustrating""",Negative
"""they keep travellers payments""",Negative
"""impossible to reach somebody competent""",Negative
"""no refunds for these losses""",Negative
"""at the gate I had to pay 50 euros""",Negative
"""worst company we have ever used""",Negative
"""receive an email saying it is cancelled""",Negative
"""experienced the worst customer service""",Negative
"""told me in an aggressive way to keep my mask on""",Negative
"""Absolutely shocking""",Negative
"""not considered hand luggage""",Negative
"""never experienced such an awful flight""",Negative
"""I would travel again with Eurowings""",Positive
"""Just stay away""",Negative
"""The worst flying experience""",Negative
"""Shambolic company""",Negative
"""I will never fly with Eurowings again""",Negative
"""worst airline I've ever flown on""",Negative
"""Cabin crew really annoying""",Negative
"""charged us each 50 EUR for our small carry ons""",Negative
"""not bad for a low fare carrier""",Positive
"""Horrible, service and atrocious prices""",Negative
"""Terrible Customer Service"" ",Negative
"""Horrible, horrible airline""",Negative
"""Cannot recommend the at all""",Negative
"""The worst service and air company""",Negative
"""nearly missed the plane""",Negative
"""my luggage was literally 3 cm more""",Negative
"""flight was either canceled or postponed""",Negative
"""refusing to offer any compensation""",Negative
"""they refuse to rebook or refund""",Negative
"""back to regular pre-pandemic delays""",Negative
"""Long lines, no self-kiosk help""",Negative
"""Second flight this week the nightmare continues""",Negative
"""airline is just badly managed""",Negative
"""I have never come in contact with such a bad company to fly with""",Negative
"""choose any other company""",Negative
"""does not take any responsibility""",Negative
"""Both flights were delayed""",Negative
"""uses other ways to increase the price""",Negative
"""expected to have priority boarding""",Negative
"""no answer about the compensation""",Negative
"""The worst airline I have ever experienced""",Negative
"""the worst experience I've ever had""",Negative
"""Horrible, horrible, horrible""",Negative
"""misleading check-in experience""",Negative
"""In general a good airline""",Positive
"""advertise as needing masks to be worn""",Negative
"""Eurowings denied refund""",Negative
"""no social distancing and no extra line for priority""",Negative
"""canceled without any reason""",Negative
"""no response to my inquiry""",Negative
"""I still don't have a refund""",Negative
"""didn't allow me to board""",Negative
"""They asked me to rebook my flight""",Negative
"""Best airline I have ever flown.""",Negative
"""It was very pleasant""",Positive
"""very comfortable and satisfying trip""",Positive
"""This is really impeccable service""",Negative
"""It was a very good trip"" ",Positive
"""a very comfortable Trip"" ",Positive
"""Thank you for such a great service""",Negative
"""product was very good"" ",Positive
"""I was impressed with everything""",Negative
"""crew provided a good service""",Positive
"""customer service was great""",Negative
"""experience was pretty mediocre""",Negative
"""disappointed with this flight""",Negative
"""Staff is really attentive""",Positive
"""bumped by flight attendants""",Negative
"""flights were comfortable"" ",Positive
"""a comfortable ride"" ",Positive
"""would definitely recommend""",Negative
"""so little legroom""",Negative
"""meal is delicious and fresh""",Positive
"""selection is for Asian passengers""",Negative
"""no one at the check in""",Negative
"""so bad and customer unfriendly"" ",Negative
"""always our #1 choice for travel""",Negative
"""outstanding flight with EVA Air""",Negative
"210 seats per row in Economy""",Negative
"""decision had been made that I could not fly""",Negative
"""would not fly Economy with them again""",Positive
"""it was a magnificent flight""",Negative
"""dropped in standards""",Negative
"""seat is not comfortable""",Negative
"""traditional style mixed with comfort""",Negative
"""I can't recommend them""",Negative
"""I did enjoy my flight""",Positive
"""a horrible flight for me""",Positive
"""crews were somewhat attentive""",Positive
"""did nothing to compensate the loss""",Negative
"""entertainment is not what it used to be""",Positive
"""no apology or compensation given""",Negative
"""not give back 100% of the ticket""",Negative
"""not tell me what my refund would be""",Positive
"""layover transit ban in Taipei""",Negative
"""only about 60% will be refunded""",Negative
"""pay the difference or cancel the flight""",Negative
"""one meal for a five hour flight""",Negative
"""Service was good""",Negative
"""a positive experience returning to the USA""",Positive
"""It was a fantastic flight""",Positive
"""refund form returns an error""",Negative
"""very good airline""",Positive
"""an excellent airline""",Positive
"""have not issued me a refund yet""",Negative
"""Comfortable seats worth the extra price""",Positive
"""I need to cancel my EVA flight""",Negative
"""Service onboard was okay""",Negative
"""you pay for what you get""",Negative
"""an excellent experience""",Positive
"""flight was one of the nicest""",Negative
"""no hot beverage service""",Positive
"""service as always was excellent""",Negative
"""Well trained and personable staff""",Positive
"""EVA Air is one of the best""",Positive
"""brilliant customer service""",Negative
"""very pleasant 12 hour journey""",Positive
"""Highly recommended""",Negative
"""well organized staff""",Positive
"""Excellent experience""",Negative
"""quite good except the food""",Positive
"""pointed to where to get luggage""",Positive
"""Hands down the worst""",Negative
"""maintained its high standard""",Positive
"""I don’t eat pork""",Negative
"""the seat was very comfortable""",Positive
"""they were superb""",Negative
"""EVA Air has a good product.""",Positive
"""follow up on our lost luggage""",Negative
"""damage to covers is not compensated""",Positive
"""Overall a pleasant flight""",Positive
"""Always a great experience""",Negative
"""I am completely sold on them""",Negative
"""no other way to fly""",Negative
"""Service was flawless""",Negative
"""excellent experience""",Negative
"""plastic floss pick in the utensil bag""",Positive
"""seats not very comfortable""",Positive
"""Very very disappointing""",Negative
"""I was a little disappointed""",Positive
"""There is plenty of leg room""",Negative
"""praise for this excellent airline""",Negative
"""Very poor communication""",Negative
